EMPLOYER_NORM,TICKER,EXCHANGE,LISTED_NAME,MATCH_TYPE,MATCH_SCORE,TOTAL_PETITIONS
PINNACLE HEALTH HOSPITALISTS SERVICES,,,,not_found,0.0,15
PROJECT MANAGEMENT GLOBAL INC,,,,not_found,0.0,15
PROMEGA CORPORATION,,,,not_found,0.0,15
"REACTOR EYE, INC.",,,,not_found,0.0,15
PROQUEST,,,,not_found,0.0,15
"RCG GLOBAL SERVICES, INC",,,,not_found,0.0,15
"RARITAN PHARMACEUTICALS, INC.",,,,not_found,0.0,15
RAPP ILLINOIS INC.,,,,not_found,0.0,15
RAPIDIT - CLOUDBERA INC.,,,,not_found,0.0,15
RAPID VALUE SOLUTIONS,,,,not_found,0.0,15
"RAMSCORP, LLC.",,,,not_found,0.0,15
"RAMI TECHNOLOGY USA, LLC",,,,not_found,0.0,15
QWERTY TECH LLC,,,,not_found,0.0,15
"QUICKET SOLUTIONS, INC.",,,,not_found,0.0,15
"QUESTPAY, INC",,,,not_found,0.0,15
"QUANTIFI, INC.",,,,not_found,0.0,15
"QUALITY DESIGN SERVICES, INC.",,,,not_found,0.0,15
QUALITY CONTROL LABORATORIES LLC,,,,not_found,0.0,15
QUALITY CARE PHYSICAL THERAPY & REHAB CTR,,,,not_found,0.0,15
"QSI SERVICES, INC",,,,not_found,0.0,15
"PYRAMID SYSTEMS, INC.",,,,not_found,0.0,15
"PYMETRICS, INC.",,,,not_found,0.0,15
PUTNAM INVESTMENT MANAGEMENT LLC,,,,not_found,0.0,15
PUBLIC SERVICE COMPANY OF NEW MEXICO,,,,not_found,0.0,15
"PROTOCOL LABS, INC.",,,,not_found,0.0,15
PROTEAM LLC,,,,not_found,0.0,15
"PROSPECT CT MEDICAL FOUNDATION, INC.",,,,not_found,0.0,15
PROSERV LLC,,,,not_found,0.0,15
"EBOTS, INC.",,,,not_found,0.0,15
"D2 DENTAL OF LANSING, P.C.",,,,not_found,0.0,15
EASTERN CONTRACTORS CORPORATION,,,,not_found,0.0,15
"ALVAREZ & MARSAL VALUATION SERVICES, LLC",,,,not_found,0.0,15
ALLIED DIGITAL SERVICES LLC,,,,not_found,0.0,15
ALLIEDMEDIX RESOURCES INC.,,,,not_found,0.0,15
ALPHA CONSULTING CORPORATION,,,,not_found,0.0,15
"ALPHA TECHNOLOGIES SERVICES, INC.",,,,not_found,0.0,15
"ALPINE MANAGEMENT SERVICES III, LLC",,,,not_found,0.0,15
ALSTON & BIRD LLP,,,,not_found,0.0,15
"ALTANA TECHNOLOGIES, INC.",,,,not_found,0.0,15
ALVAND SOLUTIONS LLC,,,,not_found,0.0,15
"AM INFOSYSTEMS, INC",,,,not_found,0.0,15
"ALIPAY US, INC.",,,,not_found,0.0,15
AMERICAN TECHNO SOLUTIONS INC,,,,not_found,0.0,15
AMERICLOUD SOLUTIONS INC,,,,not_found,0.0,15
AMHERST SERVICES CORPORATION,,,,not_found,0.0,15
AMLOGIX INC,,,,not_found,0.0,15
"AMPEL, INC.",,,,not_found,0.0,15
"AMWINS GROUP, LLC",,,,not_found,0.0,15
ANADARKO PETROLEUM CORPORATION,,,,not_found,0.0,15
ANCHOR LABS INC,,,,not_found,0.0,15
"ALL STAR DIRECTORIES, INC.",,,,not_found,0.0,15
ALEKS CORPORATION,,,,not_found,0.0,15
"ANDERSON AND ASSOCIATES LAW, P.C.",,,,not_found,0.0,15
AIBEE US CORPORATION,,,,not_found,0.0,15
ADVIT CONSULTING INC,,,,not_found,0.0,15
AERION CORPORATION,,,,not_found,0.0,15
"AFFILIATED ENGINEERS METRO DC, INC.",,,,not_found,0.0,15
AGAPTECH TECHNOLOGIES INC,,,,not_found,0.0,15
AGILE IT SYSTEMS INC,,,,not_found,0.0,15
AGILETAL TECHNOLOGIES INC,,,,not_found,0.0,15
AGILETRAILBLAZERS LLC,,,,not_found,0.0,15
AGROPUR INC.,,,,not_found,0.0,15
AICC INC,,,,not_found,0.0,15
ALASKA GATEWAY SCHOOL DISTRICT,,,,not_found,0.0,15
AIFI INC.,,,,not_found,0.0,15
AINGEL CORP.,,,,not_found,0.0,15
AIR SEA TRANSPORT (CHICAGO) INC.,,,,not_found,0.0,15
"AIRCOM PACIFIC, INC.",,,,not_found,0.0,15
"AIRGO SYSTEMS, LLC",,,,not_found,0.0,15
"AIRKIT, INC.",,,,not_found,0.0,15
"AIW, INC.",,,,not_found,0.0,15
AKAMAITEK LLC,,,,not_found,0.0,15
"ANCHOR QEA, LLC",,,,not_found,0.0,15
ANGELES DEL SOL ADHC LLC,,,,not_found,0.0,15
ADVENTIST HEALTH DELANO,,,,not_found,0.0,15
AST GLOBAL INC.,,,,not_found,0.0,15
ASHTABULA COUNTY MEDICAL CENTER,,,,not_found,0.0,15
ASK IT SOLUTIONS LLC,,,,not_found,0.0,15
"ASKLEPIOS BIOPHARMACEUTICAL, INC.",,,,not_found,0.0,15
ASP DIVERSE INC,,,,not_found,0.0,15
ASSOCIATED BANC-CORP,,,,not_found,0.0,15
ASSUMPTION UNIVERSITY,,,,not_found,0.0,15
"ASSURANCEAMERICA MANAGING GENERAL AGENCY, LLC",,,,not_found,0.0,15
ASSURE E SERVICES INC,,,,not_found,0.0,15
ASTA CRS INC.,,,,not_found,0.0,15
ASCENT IT LLC,,,,not_found,0.0,15
"ASTRA CONSULTING CORP,",,,,not_found,0.0,15
ATHENEX R&D LLC,,,,not_found,0.0,15
ATN HOELZEL LP,,,,not_found,0.0,15
"ATOM TECH, INC.",,,,not_found,0.0,15
ATRONIX ACQUISITION CORP,,,,not_found,0.0,15
ATRONIX ACQUISITION CORPORATION,,,,not_found,0.0,15
AURIGO SOFTWARE TECHNOLOGIES INC.,,,,not_found,0.0,15
AUTHENTIC DATA SOLUTIONS LLC,,,,not_found,0.0,15
"ASG TECHNOLOGIES GROUP, INC.",,,,not_found,0.0,15
"ASAM, LLP",,,,not_found,0.0,15
"ANJI TECHNOLOGIES, LLC",,,,not_found,0.0,15
"AQUA INFORMATION SYSTEMS, INC.",,,,not_found,0.0,15
ANNSLO TECH INC.,,,,not_found,0.0,15
"ANVIM TECH, INC.",,,,not_found,0.0,15
"ANYSPHERE, INC.",,,,not_found,0.0,15
API CHAYA,,,,not_found,0.0,15
APM TERMINALS PACIFIC LLC,,,,not_found,0.0,15
APNAR PHARMA LLP,,,,not_found,0.0,15
"APPLICATION DEVELOPMENT CONSULTANTS, LLC",,,,not_found,0.0,15
"APTARGROUP, INC.",,,,not_found,0.0,15
"AQUACHILE, INC.",,,,not_found,0.0,15
ARREY SOLUTIONS,,,,not_found,0.0,15
ARAB AMERICAN FAMILY SUPPORT CENTER,,,,not_found,0.0,15
"ARANYA CLOUD TECHNOLOGIES, LLC",,,,not_found,0.0,15
"ARCHITECTURAL TESTING, INC.",,,,not_found,0.0,15
ARDIAN US LLC,,,,not_found,0.0,15
AREVON ENERGY INC.,,,,not_found,0.0,15
"ARGENX US, INC.",,,,not_found,0.0,15
"ARIADNE GENOMICS, INC.",,,,not_found,0.0,15
"ARMATURE SYSTEMS, INC.",,,,not_found,0.0,15
ADVENTIST MIDWEST HEALTH,,,,not_found,0.0,15
ADVANTAGE HEALTH/SAINT MARY'S MEDICAL GROUP,,,,not_found,0.0,15
AVASANT LLC,,,,not_found,0.0,15
"MKS VISION GROUP, INC.",MKSI,NASDAQ,MKS Inc.,listing,100.0,15
"RAPID FINANCIAL SERVICES, LLC",CBFV,NASDAQ,"CB Financial Services, Inc.",listing,92.0,15
"QUEST GLOBAL SERVICES-N.A., INC.",nan,nan,nan,not_traded,0.0,15
QUANTUMSCAPE CORPORATION,QS,NASDAQ,QuantumScape Corporation,listing,100.0,15
QUANTUM SYSTEMS GROUP INC,QMCO,NASDAQ,Quantum Corporation,listing,100.0,15
"PULSE BIOSCIENCES, INC.",PLSE,NASDAQ,"Pulse Biosciences, Inc",listing,100.0,15
OATH HOLDINGS INC,nan,nan,nan,not_traded,0.0,15
"NETSCOUT SYSTEMS TEXAS, LLC",NTCT,NASDAQ,"NetScout Systems, Inc.",listing,100.0,15
"NATIONAL BUREAU OF ECONOMIC RESEARCH, INC",NRC,NASDAQ,National Research Corporation,listing,100.0,15
MISSOURI WESTERN STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,15
"SABRE SYSTEMS, INC.",SABR,NASDAQ,Sabre Corporation,listing,100.0,15
"MATCH GROUP AMERICAS, LLC",MTCH,NASDAQ,"Match Group, Inc.",listing,100.0,15
"MARLABS, INC",nan,nan,nan,not_traded,0.0,15
LOTUS ROOT COUNSELING PLLC,ROOT,NASDAQ,"Root, Inc.",listing,100.0,15
"LCS TECHNOLOGIES, INC.",CPSH,NASDAQ,CPS Technologies Corp.,listing,93.0,15
KAISER ALUMINUM FABRICATED PRODUCTS LLC,KALU,NASDAQ,Kaiser Aluminum Corporation,listing,100.0,15
"INTERFACE REHAB, INC.",TILE,NASDAQ,"Interface, Inc.",listing,100.0,15
INTERACTIVE STRENGTH INC.,TRNR,NASDAQ,Interactive Strength Inc.,listing,100.0,15
"HASHMAP, AN NTT DATA COMPANY",nan,nan,nan,not_traded,0.0,15
"REGENTS OF UNIVERSITY OF CALIFORNIA, RIVERSIDE",nan,nan,nan,not_traded,0.0,15
SOLID BIOSCIENCES INC.,SLDB,NASDAQ,Solid Biosciences Inc.,listing,100.0,15
FLEX FILMS (USA) INC.,FLEX,NASDAQ,Flex Ltd.,listing,100.0,15
UNIVERSITY OF IOWA,nan,nan,nan,not_traded,0.0,15
"WOODWARD, INC.",WWD,NASDAQ,"Woodward, Inc.",listing,100.0,15
"WEBULL FINANCIAL, LLC",BULL,NASDAQ,Webull Corporation,listing,100.0,15
VOLVO FINANCIAL SERVICES LLC,CBFV,NASDAQ,"CB Financial Services, Inc.",listing,92.0,15
VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,15
VIAVI SOLUTIONS INC,VIAV,NASDAQ,Viavi Solutions Inc.,listing,100.0,15
UST GLOBAL INC.,nan,nan,nan,not_traded,0.0,15
URGENT.LY,ULY,NASDAQ,Urgent.ly Inc.,listing,100.0,15
UNIVERSITY OF MARYLAND MEDICAL SYSTEM CORPORATION,nan,nan,nan,not_traded,0.0,15
UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS,nan,nan,nan,not_traded,0.0,15
"SOPHIA GENETICS, INC.",SOPH,NASDAQ,SOPHiA GENETICS SA,listing,100.0,15
UNIVERSITY OF ARKANSAS AT FORT SMITH,nan,nan,nan,not_traded,0.0,15
UNIVERSITY OF  PIKEVILLE,nan,nan,nan,not_traded,0.0,15
TWENTIETH CENTURY FOX FILM CORPORATION,FOX,NASDAQ,Fox Corporation,listing,100.0,15
TMD TECH SOLUTIONS INC,KMRK,NASDAQ,K-Tech Solutions Company Limite,listing,93.0,15
THE UNIVERSITY OF MONTANA,nan,nan,nan,not_traded,0.0,15
STRATEGIC EDUCATION INC,STRA,NASDAQ,"Strategic Education, Inc.",listing,100.0,15
STELLANTIS FINANCIAL SERVICES INC.,CBFV,NASDAQ,"CB Financial Services, Inc.",listing,92.0,15
STATE UNIVERSITY OF NEW YORK - BUFFALO STATE COLLEGE,nan,nan,nan,not_traded,0.0,15
"GENTHERM MEDICAL, LLC",THRM,NASDAQ,Gentherm Inc,listing,100.0,15
"FASHION NOVA, LLC",NVMI,NASDAQ,Nova Ltd.,listing,100.0,15
ADVANCESOFT INC,,,,not_found,0.0,15
"ACCORD SOFTWARE, LLC.",,,,not_found,0.0,15
"A CARING DOCTOR, P.C.",,,,not_found,0.0,15
A LIFE SAVER HOME CARE LLC,,,,not_found,0.0,15
"AADVA, LLC.",,,,not_found,0.0,15
"ABM CONTROLS, INC.",,,,not_found,0.0,15
ABT ASSOCIATES INC.,,,,not_found,0.0,15
ABZENA (BRISTOL) LLC,,,,not_found,0.0,15
"ACCELERANT SOFTWARE, INC.",,,,not_found,0.0,15
"ACCELL GLOBAL RISK SOLUTIONS, INC.",,,,not_found,0.0,15
"ACLARA SMART GRID SOLUTIONS, LLC",,,,not_found,0.0,15
3TC ROBOTICS LLC,,,,not_found,0.0,15
ACMEFOG COMMERCE INC.,,,,not_found,0.0,15
ACORD CORPORATION,,,,not_found,0.0,15
ACROTEK IT SOLUTIONS INC,,,,not_found,0.0,15
ADDON TECHNOLOGIES INC,,,,not_found,0.0,15
"ADIN TECHNOLOGIES, INC.",,,,not_found,0.0,15
ADROIT TECHNOLOGIES & CLOUD SOLUTIONS INC.,,,,not_found,0.0,15
"ADULT & CHILD MENTAL HEALTH CENTER, INC.",,,,not_found,0.0,15
ADVANCEINNOVATIVE LLC,,,,not_found,0.0,15
4-SERV SOLUTIONS INC.,,,,not_found,0.0,15
"317 LABS, INC.",,,,not_found,0.0,15
"ENVOY, INC.",COCH,NASDAQ,"Envoy Medical, Inc.",listing,100.0,15
BLACKROCK INDEX SERVICES LLC,BLK,NYSE,"BlackRock, Inc.",manual,100.0,15
"ENERGY RECOVERY, INC.",ERII,NASDAQ,"Energy Recovery, Inc.",listing,100.0,15
DIVERSANT LLC,nan,nan,nan,not_traded,0.0,15
"CONDUENT LEGAL & COMPLIANCE SOLUTIONS, LLC",CNDT,NASDAQ,Conduent Incorporated,listing,100.0,15
COLORADO STATE UNIVERSITY PUEBLO,nan,nan,nan,not_traded,0.0,15
"COFORGE BPM, INC.",nan,nan,nan,not_traded,0.0,15
CENTRAL GARDEN & PET,CENT,NASDAQ,Central Garden & Pet Company,listing,100.0,15
CDW GOVERNMENT LLC,CDW,NASDAQ,CDW Corporation,listing,100.0,15
"CARIBOU BIOSCIENCES, INC.",CRBU,NASDAQ,"Caribou Biosciences, Inc.",listing,100.0,15
"AXTRIA, INC.",nan,nan,nan,not_traded,0.0,15
"2GO PRODUCTS, LLC.",,,,not_found,0.0,15
"AVEPOINT, INC.",AVPT,NASDAQ,"AvePoint, Inc.",listing,100.0,15
ARM INC.,ARM,NASDAQ,Arm Holdings plc,listing,100.0,15
"ANCRA INTERNATIONAL, LLC",CRAI,NASDAQ,"CRA International,Inc.",listing,94.0,15
"AMAZON DEVELOPMENT CENTER U.S., INC",AMZN,NASDAQ,"Amazon.com, Inc.",manual,100.0,15
ALLEGIANT TRAVEL COMPANY,ALGT,NASDAQ,Allegiant Travel Company,listing,100.0,15
"AGORA LAB, INC.",API,NASDAQ,"Agora, Inc.",listing,100.0,15
21ST MORTGAGE CORPORATION,,,,not_found,0.0,15
24X7 ESI INC,,,,not_found,0.0,15
"AVAILITY, LLC",,,,not_found,0.0,15
"ADVANCED COOLING TECHNOLOGIES, INC",,,,not_found,0.0,15
AVERA ST. LUKE'S HOSPITAL,,,,not_found,0.0,15
COSENTINI ASSOCIATES,,,,not_found,0.0,15
"COMPUTER MANAGEMENT AND INFORMATION SOLUTIONS, INC.",,,,not_found,0.0,15
COMPUTER SQUARE INC.,XYZ,NYSE,"Block, Inc.",manual,100.0,15
CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,,,,not_found,0.0,15
CONNECTWISE LLC,,,,not_found,0.0,15
CONSULTING PROFESSIONALS LLC,,,,not_found,0.0,15
COOK RESEARCH INCORPORATED,,,,not_found,0.0,15
CORDIS US CORP,,,,not_found,0.0,15
CORE CLOUD TECHNOLOGIES LLC,,,,not_found,0.0,15
"COUGHLIN PORTER LUNDEEN, INC.",,,,not_found,0.0,15
COMMSCOPE CONNECTIVITY SOLUTIONS LLC,,,,not_found,0.0,15
CPA GLOBAL NORTH AMERICA LLC,,,,not_found,0.0,15
CRAWFORD & COMPANY,,,,not_found,0.0,15
"CRAWFORD & COMPANY, INC.",,,,not_found,0.0,15
CREATIFY LAB INC.,,,,not_found,0.0,15
"CREDERA ENTERPRISES COMPANY, LLC",,,,not_found,0.0,15
"CREDITSIGHTS, INC.",,,,not_found,0.0,15
CRUSADERS CENTRAL CLINIC ASSOCIATION,,,,not_found,0.0,15
"CSA AMERICA TESTING & CERTIFICATION, LLC",,,,not_found,0.0,15
"COMMUNITY HOME HEALTH NETWORK OF INDIANA, LLC",,,,not_found,0.0,15
"COLLABORATIVE IMAGING, LLC",,,,not_found,0.0,15
"CULLERTON GROUP, LLC",,,,not_found,0.0,15
CLOSURE SYSTEMS INTERNATIONAL INC.,,,,not_found,0.0,15
CHINLE UNIFIED SCHOOL DISTRICT 24,,,,not_found,0.0,15
"CHRISTIAN DIOR, INC.",,,,not_found,0.0,15
"CINT USA, INC.",,,,not_found,0.0,15
CLAPHAM EDUCATIONAL GROUP,,,,not_found,0.0,15
"CLINICAL INK, INC.",,,,not_found,0.0,15
"CLINPHARMA CLINICAL RESEARCH, LLC.",,,,not_found,0.0,15
CLINRON LLC,,,,not_found,0.0,15
CLOROX SERVICES COMPANY,,,,not_found,0.0,15
CLOUD SYS SOLUTIONS INC,,,,not_found,0.0,15
COHESITY INC.,,,,not_found,0.0,15
CLOUDNCLUSTER INC,,,,not_found,0.0,15
"CLUSTER SOFTWARE, INC.",,,,not_found,0.0,15
CODEMINDS USA LLC,,,,not_found,0.0,15
CODENVELOPE LLC,,,,not_found,0.0,15
"CODIFYD, INC.",,,,not_found,0.0,15
"COFFMAN ENGINEERS, INC.",,,,not_found,0.0,15
"COGENT HEALTHCARE OF NORTH CAROLINA, PC",,,,not_found,0.0,15
COGNIT AI INC,,,,not_found,0.0,15
CSOFTCO INC,,,,not_found,0.0,15
"CUSHMAN & WAKEFIELD GLOBAL, INC.",,,,not_found,0.0,15
"CHEVRON PHILLIPS CHEMICAL COMPANY, L.P.",,,,not_found,0.0,15
DUSARA CORPORATION,,,,not_found,0.0,15
DISPOSABLE HYGIENE LLC,,,,not_found,0.0,15
DOCTORS UNITED,,,,not_found,0.0,15
DORDT UNIVERSITY,,,,not_found,0.0,15
"DOTSOLVED SYSTEMS, INC.",,,,not_found,0.0,15
"DR. KUMO, INC",,,,not_found,0.0,15
DRAFTPOINT INC.,,,,not_found,0.0,15
DS TECHNOLOGIES INC,,,,not_found,0.0,15
"DUBOIS CHEMICALS, INC.",,,,not_found,0.0,15
"DWBI SERVICES, INC",,,,not_found,0.0,15
DIGICOMM SEMICONDUCTOR INC.,,,,not_found,0.0,15
DYNAMED CLINICAL RESEARCH LP,,,,not_found,0.0,15
"DYNAMIC CAMPUS SOLUTIONS, INC.",,,,not_found,0.0,15
"DYNAMIC MOTION CONTROL, INC",,,,not_found,0.0,15
DYNAMIC SIGNAL INC.,,,,not_found,0.0,15
DYNAPAR CORPORATION,,,,not_found,0.0,15
"DYNO NOBEL, INC.",,,,not_found,0.0,15
"EALEARN, INC.",,,,not_found,0.0,15
AVIATION SERVICE PARTNERS INC.,,,,not_found,0.0,15
DIGITAL CLOUD ASSOCIATES LLC,,,,not_found,0.0,15
DIAMOND FOUNDRY INC,,,,not_found,0.0,15
"CW MANUFACTURING, LLC",,,,not_found,0.0,15
DATACORE SOFTWARE CORPORATION,,,,not_found,0.0,15
"CWT US, LLC",,,,not_found,0.0,15
CYMER LLC,,,,not_found,0.0,15
D&H DISTRIBUTING CO.,,,,not_found,0.0,15
"EAST FIELD VENTURES, INC.",,,,not_found,0.0,15
DAIWA CORPORATE ADVISORY LLC,,,,not_found,0.0,15
DANIELI TARANIS LLC,,,,not_found,0.0,15
DATA CLOUD TEK LLC,,,,not_found,0.0,15
"DATA TRACE INFORMATION SERVICES, LLC",,,,not_found,0.0,15
"DATADIRECT NETWORKS, INC.",,,,not_found,0.0,15
DEUTZ CORPORATION,,,,not_found,0.0,15
"DATAMTX, LLC",,,,not_found,0.0,15
DAVID YURMAN ENTERPRISES LLC,,,,not_found,0.0,15
"DEALERSOCKET, INC.",,,,not_found,0.0,15
DECALOGUE INC,,,,not_found,0.0,15
DECISION SPOT,,,,not_found,0.0,15
"DECORMATTERS, INC.",,,,not_found,0.0,15
"DELTA DENTAL OF NEW JERSEY, INC.",,,,not_found,0.0,15
DEPARTMENT OF VETERAN AFFAIRS,,,,not_found,0.0,15
CHINESE FOR AFFIRMATIVE ACTION,,,,not_found,0.0,15
CULBERSON COUNTY-ALLAMOORE INDEPENDENT SCHOOL DISTRICT,,,,not_found,0.0,15
"CHETU, INC.",,,,not_found,0.0,15
BRANDYWINE GLOBAL INVESTMENT MANAGEMENT LLC,,,,not_found,0.0,15
"BEAM, LONGEST AND NEFF, LLC",,,,not_found,0.0,15
"BENECIAS, LLC.",,,,not_found,0.0,15
"BENSON HILL, INC.",,,,not_found,0.0,15
BETTERUP INC.,,,,not_found,0.0,15
BGI GROUP INC.,,,,not_found,0.0,15
"BIGLEAF NETWORKS, INC.",,,,not_found,0.0,15
BIOFOURMIS INC.,,,,not_found,0.0,15
BIZINTEX INC.,,,,not_found,0.0,15
BKFS I SERVICES LLC,,,,not_found,0.0,15
BLUE CROSS BLUE SHIELD OF ARIZONA,,,,not_found,0.0,15
"BLUE INFOSOFT, INC",,,,not_found,0.0,15
BLUECREST CAPITAL MANAGEMENT (NEW YORK) LP,,,,not_found,0.0,15
"BLUEPRINT TECHNOLOGIES, LLC",,,,not_found,0.0,15
BOEHRINGER INGELHEIM ANIMAL HEALTH USA INC.,,,,not_found,0.0,15
BOISE CASCADE COMPANY,,,,not_found,0.0,15
"BONJALAR USA, INC.",,,,not_found,0.0,15
BOSTON HARBOR CONSULTING LLC,,,,not_found,0.0,15
BOULDER ASSOCIATES ARCHITECTS PC,,,,not_found,0.0,15
BOWLING GREEN - WARREN COUNTY COMMUNITY HOSPITAL,,,,not_found,0.0,15
BDSN INTERNATIONAL INC.,,,,not_found,0.0,15
BC PARTNERS ADVISORS L.P.,,,,not_found,0.0,15
BB&T CORPORATION,,,,not_found,0.0,15
BAHA INDUSTRIES CORP.,,,,not_found,0.0,15
"AVID TECHNOLOGY, INC",,,,not_found,0.0,15
CHECKOUT LLC,,,,not_found,0.0,15
"AVROBIO, INC.",,,,not_found,0.0,15
AXONIC CAPITAL LLC,,,,not_found,0.0,15
AXYOMCORE INC.,,,,not_found,0.0,15
"B CAPITAL GROUP U.S., LLC",,,,not_found,0.0,15
"B.YOND, INC",,,,not_found,0.0,15
"BACKBONE INFRASTRUCTURE, LLC",,,,not_found,0.0,15
BAKER & MCKENZIE CONSULTING LLC,,,,not_found,0.0,15
BAYWA R.E. SOLAR PROJECTS LLC,,,,not_found,0.0,15
BAKER AND HOSTETLER LLP,,,,not_found,0.0,15
BALBEC CAPITAL LP,,,,not_found,0.0,15
BANCO ITAU INTERNATIONAL,,,,not_found,0.0,15
"BARNABAS HEALTH MEDICAL GROUP, P.C.",,,,not_found,0.0,15
BARNWELL COUNTY SCHOOL DISTRICT,,,,not_found,0.0,15
BATESVILLE COMMUNITY SCHOOL CORPORATION,,,,not_found,0.0,15
BAUER FOUNDATION CORP.,,,,not_found,0.0,15
"BAYVIEW PHYSICIAN SERVICES, P.C.",,,,not_found,0.0,15
BOY SCOUTS OF AMERICA,,,,not_found,0.0,15
"BEAVER-VISITEC INTERNATIONAL, INC.",,,,not_found,0.0,15
"CASH APP TAXES, INC.",,,,not_found,0.0,15
CD BIOSCIENCES INC.,,,,not_found,0.0,15
CANADIAN SOLAR US CELL MANUFACTURING CORPORATION,,,,not_found,0.0,15
"CAREER SOFT SOLUTIONS INC.,",,,,not_found,0.0,15
"CARELON MANAGEMENT SERVICES, LLC",,,,not_found,0.0,15
"CARNEGIE INFOTECH, INC.",,,,not_found,0.0,15
CART.COM,,,,not_found,0.0,15
CASEPOINT LLC,,,,not_found,0.0,15
"CCFI COMPANIES, LLC",,,,not_found,0.0,15
"CCSI, LLC",,,,not_found,0.0,15
"CDRP TECHNOLOGIES, LLC.",,,,not_found,0.0,15
CAMPBELL TAYLOR WASHBURN,,,,not_found,0.0,15
"CENERGY INTERNATIONAL SERVICES, LLC",,,,not_found,0.0,15
"CENTAURUS PROPERTY MANAGEMENT, LLC",,,,not_found,0.0,15
"CENTER FOR CHILDREN, INC.",,,,not_found,0.0,15
CENTRAL CALIFORNIA FACULTY MEDICAL GROUP,,,,not_found,0.0,15
CERROALTO DIGITAL LLC,,,,not_found,0.0,15
CES LIMITED LLC,,,,not_found,0.0,15
BRIDGE EDUCATION LLC,,,,not_found,0.0,15
CHAPIN HALL CENTER FOR CHILDREN,,,,not_found,0.0,15
CAMPTRA TECHNOLOGIES LLC,,,,not_found,0.0,15
CANTON-POTSDAM HOSPITAL,,,,not_found,0.0,15
CALVERT RESEARCH AND MANAGEMENT,,,,not_found,0.0,15
BYNDER LLC,,,,not_found,0.0,15
"BRIDGEPORT CHEMISTS, INC.",,,,not_found,0.0,15
BRIGHAM YOUNG UNIVERSITY - IDAHO,,,,not_found,0.0,15
BRIGHAM YOUNG UNIVERSITY HAWAII,,,,not_found,0.0,15
BRIGHTNIGHT MANAGEMENT CO LLC,,,,not_found,0.0,15
"BRINK'S, INCORPORATED",,,,not_found,0.0,15
"BROWDER & LEGUIZAMON AND ASSOCIATES, INC.",,,,not_found,0.0,15
BTFPRO LLC,,,,not_found,0.0,15
BUAUT TECHNOLOGIES LLC,,,,not_found,0.0,15
BUILDING MATERIALS MANUFACTURING CORPORATION,,,,not_found,0.0,15
BTG PACTUAL US CAPITAL LLC,,,,not_found,0.0,15
CAL ROYAL PRODUCTS INC.,,,,not_found,0.0,15
CAL-MOD ENTERPRISES LLC,,,,not_found,0.0,15
CALIBER HOLDINGS CORPORATION,,,,not_found,0.0,15
CALIBRE CPA GROUP PLLC,,,,not_found,0.0,15
"CALLFIRE, INC.",,,,not_found,0.0,15
CALLISTO MEDIA INC.,,,,not_found,0.0,15
"CALTEK SOLUTIONS, INC.",,,,not_found,0.0,15
"MERCER INVESTMENTS, LLC",,,,not_found,0.0,14
"MEDSTAR-GEORGETOWN MEDICAL CENTER, INC.",,,,not_found,0.0,14
MEETUP LLC,,,,not_found,0.0,14
"MERAKI IT SOLUTIONS, LLC.",,,,not_found,0.0,14
MERCY HEALTH PHYSICIANS YOUNGSTOWN SPECIALTY CARE LLC,,,,not_found,0.0,14
MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PENNSYLVANIA,,,,not_found,0.0,14
MEDHA TECHNOLOGIES LLC,,,,not_found,0.0,14
MERCY HEALTH SERVICES-IOWA CORP. D/B/A MERCYONE NORTH IOWA MEDICAL CENTER,,,,not_found,0.0,14
"MERCY MEDICAL CENTER, INC.",,,,not_found,0.0,14
MEDIALAB.AI INC.,,,,not_found,0.0,14
MSKV TECHNOLOGIES INC.,,,,not_found,0.0,14
MCSHANE CONSTRUCTION COMPANY LLC,,,,not_found,0.0,14
MCALESTER REGIONAL HEALTH CENTER AUTHORITY,,,,not_found,0.0,14
MAYEE SOLUTIONS LLC,,,,not_found,0.0,14
"MATONEE, INC.",,,,not_found,0.0,14
"MASTERY LOGISTICS SYSTEMS, INC.",,,,not_found,0.0,14
MASONIC MEDICAL RESEARCH LABORATORY,,,,not_found,0.0,14
MARTELLO RE SERVICES COMPANY LLC,,,,not_found,0.0,14
MARIETTA MEMORIAL HOSPITAL,,,,not_found,0.0,14
MERGON CORPORATION,,,,not_found,0.0,14
"MARELLI HOLDING USA, LLC",,,,not_found,0.0,14
"MERCY MEDICAL SERVICES, INC.",,,,not_found,0.0,14
MSX INTERNATIONAL RNS LLC,,,,not_found,0.0,14
"MERIT CONSULTING GROUP, INC",,,,not_found,0.0,14
METROPOLITAN HOSPITAL,,,,not_found,0.0,14
MAP COMMUNICATIONS INC.,,,,not_found,0.0,14
"MRL SAN FRANCISCO, LLC",,,,not_found,0.0,14
"MR ENGINEERING CONSULTANTS, INC.",,,,not_found,0.0,14
MOVELLUS CIRCUITS INC.,,,,not_found,0.0,14
MOUNT SINAI BETH ISRAEL,,,,not_found,0.0,14
